trait	uri	shortForm	trait_label_guess	trait_id_guess
"level of beta-defensin 113 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041273"	"OBA_2041273"	"level of beta-defensin 113 in blood serum"	"OBA_2041273"
"level of synaptogyrin-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043746"	"OBA_2043746"	"level of synaptogyrin-3 in blood serum"	"OBA_2043746"
"level of probable transmembrane reductase CYB561D1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044746"	"OBA_2044746"	"level of probable transmembrane reductase CYB561D1 in blood serum"	"OBA_2044746"
"level of glutaredoxin-like protein C5orf63 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044813"	"OBA_2044813"	"level of glutaredoxin-like protein C5orf63 in blood serum"	"OBA_2044813"
"level of beta-1,4-galactosyltransferase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040756"	"OBA_2040756"	"level of beta-1,4-galactosyltransferase 1 in blood serum"	"OBA_2040756"
"level of fumarate hydratase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041579"	"OBA_2041579"	"level of fumarate hydratase, mitochondrial in blood serum"	"OBA_2041579"
"level of E3 ubiquitin-protein ligase RNF34 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043298"	"OBA_2043298"	"level of E3 ubiquitin-protein ligase RNF34 in blood serum"	"OBA_2043298"
"level of ETS homologous factor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041436"	"OBA_2041436"	"level of ETS homologous factor in blood serum"	"OBA_2041436"
"level of neuroendocrine convertase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042805"	"OBA_2042805"	"level of neuroendocrine convertase 1 in blood serum"	"OBA_2042805"
"level of derlin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041288"	"OBA_2041288"	"level of derlin-1 in blood serum"	"OBA_2041288"
"level of defensin beta 4A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044230"	"OBA_2044230"	"level of defensin beta 4A in blood serum"	"OBA_2044230"
"level of RELT-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043235"	"OBA_2043235"	"level of RELT-like protein 1 in blood serum"	"OBA_2043235"
"level of serine protease inhibitor Kazal-type 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043630"	"OBA_2043630"	"level of serine protease inhibitor Kazal-type 2 in blood serum"	"OBA_2043630"
"level of E3 ubiquitin-protein ligase NRDP1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043299"	"OBA_2043299"	"level of E3 ubiquitin-protein ligase NRDP1 in blood serum"	"OBA_2043299"
"level of WAP four-disulfide core domain protein 6 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044657"	"OBA_2044657"	"level of WAP four-disulfide core domain protein 6 in blood serum"	"OBA_2044657"
"level of transmembrane protein 132D in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043872"	"OBA_2043872"	"level of transmembrane protein 132D in blood serum"	"OBA_2043872"
"level of protein kish-B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044653"	"OBA_2044653"	"level of protein kish-B in blood serum"	"OBA_2044653"
"level of ecto-NOX disulfide-thiol exchanger 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041479"	"OBA_2041479"	"level of ecto-NOX disulfide-thiol exchanger 2 in blood serum"	"OBA_2041479"
"level of peroxiredoxin-like 2A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044595"	"OBA_2044595"	"level of peroxiredoxin-like 2A in blood serum"	"OBA_2044595"
"level of mannosyl-oligosaccharide 1,2-alpha-mannosidase IC in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042277"	"OBA_2042277"	"level of mannosyl-oligosaccharide 1,2-alpha-mannosidase IC in blood serum"	"OBA_2042277"
"level of WAP four-disulfide core domain protein 10A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044769"	"OBA_2044769"	"level of WAP four-disulfide core domain protein 10A in blood serum"	"OBA_2044769"
"level of urea transporter 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043524"	"OBA_2043524"	"level of urea transporter 1 in blood serum"	"OBA_2043524"
"level of protein shisa-like-2A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044793"	"OBA_2044793"	"level of protein shisa-like-2A in blood serum"	"OBA_2044793"
"level of alpha-parvin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042765"	"OBA_2042765"	"level of alpha-parvin in blood serum"	"OBA_2042765"
"level of interleukin-20 receptor subunit beta in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042012"	"OBA_2042012"	"level of interleukin-20 receptor subunit beta in blood serum"	"OBA_2042012"
"level of Myc-associated zinc finger protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042308"	"OBA_2042308"	"level of Myc-associated zinc finger protein in blood serum"	"OBA_2042308"
"level of chordin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040184"	"OBA_2040184"	"level of chordin in blood serum"	"OBA_2040184"
"level of IQ domain-containing protein F3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044779"	"OBA_2044779"	"level of IQ domain-containing protein F3 in blood serum"	"OBA_2044779"
"level of dixin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041305"	"OBA_2041305"	"level of dixin in blood serum"	"OBA_2041305"
"level of shadow of prion protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043645"	"OBA_2043645"	"level of shadow of prion protein in blood serum"	"OBA_2043645"
"level of splicing factor 3B subunit 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043474"	"OBA_2043474"	"level of splicing factor 3B subunit 4 in blood serum"	"OBA_2043474"
"level of ubiquitin carboxyl-terminal hydrolase 8 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044068"	"OBA_2044068"	"level of ubiquitin carboxyl-terminal hydrolase 8 in blood serum"	"OBA_2044068"
"level of fibronectin type III domain-containing protein 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044462"	"OBA_2044462"	"level of fibronectin type III domain-containing protein 4 in blood serum"	"OBA_2044462"
"level of small integral membrane protein 13 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044822"	"OBA_2044822"	"level of small integral membrane protein 13 in blood serum"	"OBA_2044822"
"level of 39S ribosomal protein L33, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042429"	"OBA_2042429"	"level of 39S ribosomal protein L33, mitochondrial in blood serum"	"OBA_2042429"
"level of ETS-related transcription factor Elf-5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041465"	"OBA_2041465"	"level of ETS-related transcription factor Elf-5 in blood serum"	"OBA_2041465"
"level of torsin-4A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044757"	"OBA_2044757"	"level of torsin-4A in blood serum"	"OBA_2044757"
"level of chondroadherin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041000"	"OBA_2041000"	"level of chondroadherin in blood serum"	"OBA_2041000"
"level of peroxidasin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043120"	"OBA_2043120"	"level of peroxidasin in blood serum"	"OBA_2043120"
"level of nutritionally-regulated adipose and cardiac enriched protein homolog in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044845"	"OBA_2044845"	"level of nutritionally-regulated adipose and cardiac enriched protein homolog in blood serum"	"OBA_2044845"
"level of calcipressin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043216"	"OBA_2043216"	"level of calcipressin-1 in blood serum"	"OBA_2043216"
"level of parathyroid hormone/parathyroid hormone-related peptide receptor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043095"	"OBA_2043095"	"level of parathyroid hormone/parathyroid hormone-related peptide receptor in blood serum"	"OBA_2043095"
"level of haloacid dehalogenase-like hydrolase domain-containing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044675"	"OBA_2044675"	"level of haloacid dehalogenase-like hydrolase domain-containing protein 2 in blood serum"	"OBA_2044675"
"level of inositol-trisphosphate 3-kinase A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042062"	"OBA_2042062"	"level of inositol-trisphosphate 3-kinase A in blood serum"	"OBA_2042062"
"level of glutathione S-transferase kappa 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041805"	"OBA_2041805"	"level of glutathione S-transferase kappa 1 in blood serum"	"OBA_2041805"
"regulator of G-protein signaling 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803006"	"EFO_0803006"	"regulator of G-protein signaling 3 measurement"	"EFO_0803006"
"regulator of microtubule dynamics protein 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803007"	"EFO_0803007"	"regulator of microtubule dynamics protein 3 measurement"	"EFO_0803007"
"RELT-like protein 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803008"	"EFO_0803008"	"RELT-like protein 2 measurement"	"EFO_0803008"
"retbindin measurement"	"http://www.ebi.ac.uk/efo/EFO_0803009"	"EFO_0803009"	"retbindin measurement"	"EFO_0803009"
"reticulocalbin-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803010"	"EFO_0803010"	"reticulocalbin-2 measurement"	"EFO_0803010"
"retina-specific copper amine oxidase measurement"	"http://www.ebi.ac.uk/efo/EFO_0803011"	"EFO_0803011"	"retina-specific copper amine oxidase measurement"	"EFO_0803011"
"retinoblastoma-binding protein 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803012"	"EFO_0803012"	"retinoblastoma-binding protein 5 measurement"	"EFO_0803012"
"retinoblastoma-like protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803013"	"EFO_0803013"	"retinoblastoma-like protein 1 measurement"	"EFO_0803013"
"retinoschisin measurement"	"http://www.ebi.ac.uk/efo/EFO_0803014"	"EFO_0803014"	"retinoschisin measurement"	"EFO_0803014"
"rho GTPase-activating protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803015"	"EFO_0803015"	"rho GTPase-activating protein 1 measurement"	"EFO_0803015"
"rho GTPase-activating protein 36 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803016"	"EFO_0803016"	"rho GTPase-activating protein 36 measurement"	"EFO_0803016"
"rho GTPase-activating protein 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803017"	"EFO_0803017"	"rho GTPase-activating protein 5 measurement"	"EFO_0803017"
"rho guanine nucleotide exchange factor 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803018"	"EFO_0803018"	"rho guanine nucleotide exchange factor 2 measurement"	"EFO_0803018"
"rho guanine nucleotide exchange factor 25 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803019"	"EFO_0803019"	"rho guanine nucleotide exchange factor 25 measurement"	"EFO_0803019"
"rho guanine nucleotide exchange factor 7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803020"	"EFO_0803020"	"rho guanine nucleotide exchange factor 7 measurement"	"EFO_0803020"
"rho-associated protein kinase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803021"	"EFO_0803021"	"rho-associated protein kinase 2 measurement"	"EFO_0803021"
"rho-related GTP-binding protein Rho6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803022"	"EFO_0803022"	"rho-related GTP-binding protein Rho6 measurement"	"EFO_0803022"
"rho-related GTP-binding protein RhoD measurement"	"http://www.ebi.ac.uk/efo/EFO_0803023"	"EFO_0803023"	"rho-related GTP-binding protein RhoD measurement"	"EFO_0803023"
"rho-related GTP-binding protein RhoG measurement"	"http://www.ebi.ac.uk/efo/EFO_0803024"	"EFO_0803024"	"rho-related GTP-binding protein RhoG measurement"	"EFO_0803024"
"ribosome biogenesis protein TSR3 homolog measurement"	"http://www.ebi.ac.uk/efo/EFO_0803025"	"EFO_0803025"	"ribosome biogenesis protein TSR3 homolog measurement"	"EFO_0803025"
"ribosome-binding protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803026"	"EFO_0803026"	"ribosome-binding protein 1 measurement"	"EFO_0803026"
"ribosome-recycling factor, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0803027"	"EFO_0803027"	"ribosome-recycling factor, mitochondrial measurement"	"EFO_0803027"
"RING finger protein 122 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803028"	"EFO_0803028"	"RING finger protein 122 measurement"	"EFO_0803028"
"RING finger protein 148 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803029"	"EFO_0803029"	"RING finger protein 148 measurement"	"EFO_0803029"
"RING finger protein 150 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803030"	"EFO_0803030"	"RING finger protein 150 measurement"	"EFO_0803030"
"RING finger protein 215 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803031"	"EFO_0803031"	"RING finger protein 215 measurement"	"EFO_0803031"
"RING finger protein 219 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803032"	"EFO_0803032"	"RING finger protein 219 measurement"	"EFO_0803032"
"RNA binding protein fox-1 homolog 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803033"	"EFO_0803033"	"RNA binding protein fox-1 homolog 2 measurement"	"EFO_0803033"
"RNA demethylase ALKBH5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803034"	"EFO_0803034"	"RNA demethylase ALKBH5 measurement"	"EFO_0803034"
"RNA polymerase II elongation factor ELL2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803035"	"EFO_0803035"	"RNA polymerase II elongation factor ELL2 measurement"	"EFO_0803035"
"RNA-binding protein 28 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803036"	"EFO_0803036"	"RNA-binding protein 28 measurement"	"EFO_0803036"
"RNA-binding protein 40 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803037"	"EFO_0803037"	"RNA-binding protein 40 measurement"	"EFO_0803037"
"RNA-binding protein Nova-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803038"	"EFO_0803038"	"RNA-binding protein Nova-1 measurement"	"EFO_0803038"
"roundabout homolog 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803039"	"EFO_0803039"	"roundabout homolog 1 measurement"	"EFO_0803039"
"RUN and FYVE domain-containing protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803040"	"EFO_0803040"	"RUN and FYVE domain-containing protein 1 measurement"	"EFO_0803040"
"s-methyl-5'-thioadenosine phosphorylase measurement"	"http://www.ebi.ac.uk/efo/EFO_0803041"	"EFO_0803041"	"s-methyl-5'-thioadenosine phosphorylase measurement"	"EFO_0803041"
"SAGA-associated factor 29 homolog measurement"	"http://www.ebi.ac.uk/efo/EFO_0803042"	"EFO_0803042"	"SAGA-associated factor 29 homolog measurement"	"EFO_0803042"
"SAYSvFN domain-containing protein 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803043"	"EFO_0803043"	"SAYSvFN domain-containing protein 1 measurement"	"EFO_0803043"
"scavenger receptor class A member 3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803044"	"EFO_0803044"	"scavenger receptor class A member 3 measurement"	"EFO_0803044"
"secretagogin measurement"	"http://www.ebi.ac.uk/efo/EFO_0803045"	"EFO_0803045"	"secretagogin measurement"	"EFO_0803045"
"secretoglobin family 1D member 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803046"	"EFO_0803046"	"secretoglobin family 1D member 2 measurement"	"EFO_0803046"
"secretogranin-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803047"	"EFO_0803047"	"secretogranin-1 measurement"	"EFO_0803047"
"secretogranin-2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803048"	"EFO_0803048"	"secretogranin-2 measurement"	"EFO_0803048"
"secretory carrier-associated membrane protein 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803049"	"EFO_0803049"	"secretory carrier-associated membrane protein 5 measurement"	"EFO_0803049"
"semaphorin-4C measurement"	"http://www.ebi.ac.uk/efo/EFO_0803050"	"EFO_0803050"	"semaphorin-4C measurement"	"EFO_0803050"
"semaphorin-6C measurement"	"http://www.ebi.ac.uk/efo/EFO_0803051"	"EFO_0803051"	"semaphorin-6C measurement"	"EFO_0803051"
"semaphorin-7A measurement"	"http://www.ebi.ac.uk/efo/EFO_0803052"	"EFO_0803052"	"semaphorin-7A measurement"	"EFO_0803052"
"sentrin-specific protease 7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803053"	"EFO_0803053"	"sentrin-specific protease 7 measurement"	"EFO_0803053"
"sepiapterin reductase measurement"	"http://www.ebi.ac.uk/efo/EFO_0803054"	"EFO_0803054"	"sepiapterin reductase measurement"	"EFO_0803054"
"serine palmitoyltransferase 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803055"	"EFO_0803055"	"serine palmitoyltransferase 1 measurement"	"EFO_0803055"
"serine palmitoyltransferase 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803056"	"EFO_0803056"	"serine palmitoyltransferase 2 measurement"	"EFO_0803056"
"serine protease inhibitor Kazal-type 13 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803057"	"EFO_0803057"	"serine protease inhibitor Kazal-type 13 measurement"	"EFO_0803057"
"serine protease inhibitor Kazal-type 5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803058"	"EFO_0803058"	"serine protease inhibitor Kazal-type 5 measurement"	"EFO_0803058"
"serine protease inhibitor Kazal-type 8 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803059"	"EFO_0803059"	"serine protease inhibitor Kazal-type 8 measurement"	"EFO_0803059"
"serine protease inhibitor Kazal-type 9 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803060"	"EFO_0803060"	"serine protease inhibitor Kazal-type 9 measurement"	"EFO_0803060"
"serine--tRNA ligase, mitochondrial measurement"	"http://www.ebi.ac.uk/efo/EFO_0803061"	"EFO_0803061"	"serine--tRNA ligase, mitochondrial measurement"	"EFO_0803061"
"serine/arginine-rich splicing factor 6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803062"	"EFO_0803062"	"serine/arginine-rich splicing factor 6 measurement"	"EFO_0803062"
"serine/threonine-protein kinase BRSK2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803063"	"EFO_0803063"	"serine/threonine-protein kinase BRSK2 measurement"	"EFO_0803063"
"serine/threonine-protein kinase DCLK3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803064"	"EFO_0803064"	"serine/threonine-protein kinase DCLK3 measurement"	"EFO_0803064"
"serine/threonine-protein kinase ULK3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803065"	"EFO_0803065"	"serine/threonine-protein kinase ULK3 measurement"	"EFO_0803065"
"serine/threonine-protein kinase VRK1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803066"	"EFO_0803066"	"serine/threonine-protein kinase VRK1 measurement"	"EFO_0803066"
"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform measurement"	"http://www.ebi.ac.uk/efo/EFO_0803067"	"EFO_0803067"	"serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform measurement"	"EFO_0803067"
"serpin I2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803068"	"EFO_0803068"	"serpin I2 measurement"	"EFO_0803068"
"set1/Ash2 histone methyltransferase complex subunit ASH2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803069"	"EFO_0803069"	"set1/Ash2 histone methyltransferase complex subunit ASH2 measurement"	"EFO_0803069"
"SHC-transforming protein 2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803070"	"EFO_0803070"	"SHC-transforming protein 2 measurement"	"EFO_0803070"
"SHC-transforming protein 4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0803071"	"EFO_0803071"	"SHC-transforming protein 4 measurement"	"EFO_0803071"
"sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase measurement"	"http://www.ebi.ac.uk/efo/EFO_0803072"	"EFO_0803072"	"sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase measurement"	"EFO_0803072"
"sialate O-acetylesterase measurement"	"http://www.ebi.ac.uk/efo/EFO_0803073"	"EFO_0803073"	"sialate O-acetylesterase measurement"	"EFO_0803073"
